User_ID,Age,Gender,Occupation,Relationship_Status,Primary_Platform,Daily_Usage_Hours,Platforms_Used_Count,Posts_Per_Week,Late_Night_Usage,First_Check_Morning,Notifications_Per_Day,FOMO_Score,Social_Comparison_Score,Validation_Seeking_Score,Scroll_Without_Purpose,Tried_To_Cut_Back,Failed_To_Cut_Back,Anxiety_Score,Depression_Score,Loneliness_Score,Self_Esteem_Score,Sleep_Quality_Score,Sleep_Hours,Productivity_Loss_Score,Offline_Relationship_Quality,Physical_Activity_Hrs_Week,Screen_Free_Time_Hrs,Mental_Wellbeing_Score,Addiction_Level
USR00504,24,Male,Student,Married,YouTube,6.0,2,8,No,Within 5 min,51,9.8,2.9,3.5,6.8,Yes,Yes,3.8,5.6,7.6,6.5,4.8,7.8,5.9,8.3,5.9,0.0,5.7,High
USR00505,24,Female,Student,Married,Snapchat,1.7,1,6,Yes,5-30 min,31,1.2,6.5,0.2,7.4,Yes,Yes,5.1,1.6,4.3,8.2,7.2,6.5,1.8,7.1,3.4,2.9,8.4,Low
USR00506,24,Non-binary,Student,Single,Instagram,6.7,5,5,No,5-30 min,102,2.1,7.6,5.3,4.9,Yes,Yes,6.6,7.6,6.2,5.6,5.5,,1.3,,2.5,0.7,5.5,Severe
USR00507,19,Male,Student,Single,,4.7,7,3,Yes,5-30 min,61,6.7,5.6,5.5,4.5,No,Yes,7.6,3.3,7.4,7.8,6.2,,2.0,7.6,4.9,2.3,5.5,Severe
USR00508,23,Non-binary,Working Professional,,TikTok,7.8,3,5,Yes,5-30 min,55,3.2,4.1,1.7,7.3,Yes,No,0.0,,6.6,3.7,4.7,6.1,8.5,5.2,0.0,0.6,5.7,Moderate
USR00509,27,Male,Working Professional,Single,Instagram,1.7,4,7,Yes,5-30 min,48,2.7,6.4,7.7,4.2,Yes,,3.8,4.0,5.8,4.2,9.0,7.1,3.2,6.0,4.3,1.4,8.4,Low
USR00510,17,Female,Student,Single,Snapchat,2.1,6,3,No,After 30 min,45,,4.6,5.5,0.0,Yes,Yes,4.1,6.8,2.2,3.7,6.6,6.9,5.7,5.8,4.7,4.0,8.3,Low
USR00511,19,Non-binary,Working Professional,Single,YouTube,0.9,6,5,Yes,5-30 min,16,9.0,3.4,5.8,6.4,Yes,No,4.3,2.9,5.2,3.3,1.7,6.9,6.8,2.0,,1.8,5.5,High
USR00512,37,Female,Working Professional,Married,Snapchat,8.2,2,5,No,Within 5 min,70,0.7,9.2,5.2,4.3,No,No,10.0,4.2,5.7,3.8,3.4,4.5,1.3,6.1,3.2,3.3,6.1,High
USR00513,20,Female,Freelancer,Married,YouTube,3.5,3,6,Yes,5-30 min,112,6.1,2.1,2.6,8.6,Yes,No,7.6,3.4,4.5,6.8,8.3,6.9,4.5,5.6,2.7,2.4,7.5,Low
USR00514,42,Male,Unemployed,Single,Twitter/X,0.7,2,5,No,5-30 min,62,3.9,5.2,2.7,4.6,No,Yes,,5.2,2.0,1.8,5.2,4.4,4.3,7.0,2.3,3.3,9.0,Low
USR00515,30,Female,Unemployed,Single,Snapchat,2.9,5,6,No,5-30 min,42,2.7,5.1,1.8,8.4,No,Yes,,3.3,5.6,7.2,8.2,5.9,8.9,5.2,6.0,4.8,7.5,Low
USR00516,18,Female,Working Professional,Single,Facebook,6.2,4,5,Yes,5-30 min,55,5.3,5.0,5.4,5.8,No,,9.4,1.0,3.0,6.2,2.1,4.2,3.9,8.2,2.2,5.4,5.3,Severe
USR00517,20,Female,Freelancer,In a Relationship,Snapchat,5.8,1,9,No,Within 5 min,20,2.3,6.2,4.0,6.0,No,Yes,5.6,0.0,6.2,10.0,6.0,8.0,2.5,6.4,2.8,6.3,7.8,Low
USR00518,33,Female,,Single,Instagram,5.4,1,5,No,After 30 min,27,7.7,3.0,7.5,9.8,No,No,8.9,2.0,5.5,5.0,8.9,8.0,,8.2,2.8,6.0,7.0,Moderate
USR00519,37,,Student,In a Relationship,Instagram,1.7,3,7,No,5-30 min,29,9.1,10.0,5.2,3.9,Yes,Yes,4.0,6.6,4.3,4.2,5.7,7.1,5.2,5.4,2.6,3.1,5.9,High
USR00520,29,Female,Student,Single,Instagram,4.1,5,6,Yes,Within 5 min,67,8.5,1.9,1.7,7.2,No,Yes,9.5,1.4,2.5,1.1,4.3,9.3,4.3,7.7,1.8,3.4,4.6,Severe
USR00521,29,Female,Working Professional,Single,YouTube,0.5,3,2,No,After 30 min,55,4.7,5.5,6.1,6.0,No,No,6.9,5.2,3.3,7.4,3.3,7.1,6.0,6.0,4.4,3.6,8.0,Low
USR00522,19,Female,Working Professional,Single,Twitter/X,1.3,3,5,Yes,After 30 min,51,6.7,4.2,2.9,2.8,Yes,Yes,3.6,6.3,6.6,5.0,9.9,6.4,6.6,9.3,3.5,0.0,8.8,Low
USR00523,34,Male,Working Professional,Married,TikTok,5.7,5,5,No,After 30 min,61,7.9,4.9,5.2,3.4,Yes,Yes,1.2,3.5,6.5,4.6,3.0,6.2,,0.0,0.1,2.3,4.0,Severe
USR00524,33,,,Single,Instagram,6.3,1,3,No,Within 5 min,67,6.1,3.3,1.7,5.5,No,No,4.0,6.9,7.5,6.3,4.8,7.8,4.2,4.7,4.9,6.6,7.2,Moderate
USR00525,27,Male,Working Professional,Single,Twitter/X,4.0,4,4,No,5-30 min,53,3.7,0.0,6.7,8.2,No,Yes,8.1,8.3,3.1,2.5,5.3,10.0,3.8,3.2,3.1,2.2,7.1,Moderate
USR00526,20,Female,Working Professional,In a Relationship,Twitter/X,0.6,3,3,Yes,Within 5 min,18,4.6,7.4,6.7,5.9,No,No,1.0,3.3,6.0,2.9,4.3,7.2,2.3,4.1,5.2,0.0,7.3,Moderate
USR00527,40,Male,,,YouTube,2.4,6,4,No,Within 5 min,11,7.0,5.9,1.6,3.7,Yes,No,5.2,2.2,2.9,7.3,5.4,6.1,2.5,8.2,4.3,0.9,7.7,Low
USR00528,29,Male,Student,Single,Snapchat,3.7,4,7,No,Within 5 min,35,6.5,5.5,8.1,6.4,Yes,,8.7,2.8,6.2,4.5,2.7,4.5,1.7,5.3,1.0,,5.8,Moderate
USR00529,38,Male,Working Professional,Married,Instagram,7.8,1,1,No,Within 5 min,21,4.2,4.9,5.8,5.0,Yes,Yes,7.3,4.7,5.2,4.9,5.5,5.0,3.6,4.3,0.9,4.1,5.5,High
USR00530,20,Male,,Single,Twitter/X,3.1,2,7,No,Within 5 min,126,8.4,6.8,5.3,1.3,No,No,8.5,2.5,5.9,5.2,5.1,3.8,3.5,3.0,2.5,3.2,5.8,High
USR00531,39,Female,Working Professional,Married,Instagram,1.4,2,3,Yes,Within 5 min,63,6.9,5.1,7.2,5.0,No,Yes,3.9,0.8,0.1,7.9,7.4,6.1,2.6,5.7,1.3,5.1,6.9,Moderate
USR00532,26,Male,Student,,TikTok,2.0,2,4,Yes,Within 5 min,107,4.9,2.9,5.9,2.7,Yes,,2.9,3.3,6.3,4.2,6.5,7.5,1.9,4.2,1.7,3.4,6.2,Moderate
USR00533,41,Female,Student,Single,Instagram,2.6,3,3,Yes,After 30 min,94,4.6,4.3,4.6,4.0,No,Yes,7.8,5.1,4.3,3.8,7.4,6.5,8.7,8.8,0.8,0.5,6.3,Moderate
USR00534,36,Male,Freelancer,Single,Instagram,3.3,2,3,No,After 30 min,59,,8.5,6.6,8.1,Yes,Yes,3.9,0.0,4.7,7.7,1.8,5.7,6.7,6.6,3.0,2.2,5.0,High
USR00535,17,Male,Working Professional,In a Relationship,YouTube,3.9,6,2,No,After 30 min,69,6.1,5.6,5.4,8.0,Yes,No,6.1,4.9,4.3,2.3,1.4,6.8,0.1,8.7,0.6,4.1,6.8,Moderate
USR00536,31,Male,Freelancer,Married,Facebook,8.7,2,5,Yes,After 30 min,71,5.3,2.7,5.7,4.7,No,Yes,8.2,1.3,1.8,6.8,4.3,4.4,4.2,1.9,4.6,2.6,7.6,Moderate
USR00537,24,Male,Student,In a Relationship,TikTok,3.2,3,6,No,Within 5 min,73,3.8,4.9,1.2,6.8,Yes,No,3.5,4.6,5.2,8.8,8.9,5.7,5.2,7.4,3.9,3.8,9.2,Low
USR00538,34,Female,Student,Married,Facebook,0.5,5,5,No,Within 5 min,66,5.1,10.0,2.9,2.8,No,No,4.0,6.8,6.0,3.8,5.9,7.7,5.4,7.8,2.3,1.5,7.6,Low
USR00539,17,Male,Student,In a Relationship,TikTok,6.6,1,4,Yes,Within 5 min,65,5.5,8.4,6.7,8.0,No,No,6.1,0.0,3.3,1.5,7.1,6.2,8.5,3.6,2.2,2.3,3.6,Severe
USR00540,33,Male,Freelancer,Single,TikTok,2.8,4,1,No,5-30 min,34,4.2,6.8,6.6,2.1,Yes,No,2.4,4.5,2.5,5.6,7.9,8.1,7.2,6.1,4.5,0.0,7.3,Low
USR00541,25,Female,Working Professional,Single,YouTube,,1,6,No,Within 5 min,60,4.0,5.3,5.6,10.0,Yes,Yes,7.8,3.2,5.4,5.9,6.4,6.6,9.5,6.5,5.1,3.6,5.5,High
USR00542,19,Male,Working Professional,In a Relationship,Snapchat,3.2,3,4,Yes,5-30 min,17,2.2,6.3,6.7,5.0,Yes,No,1.9,7.2,5.4,2.7,6.1,6.7,6.3,,3.0,3.1,8.1,Low
USR00543,18,Non-binary,Student,In a Relationship,Twitter/X,,2,2,Yes,Within 5 min,69,6.7,7.2,,6.6,Yes,No,6.6,3.2,2.7,5.8,5.3,6.6,5.1,4.4,3.0,5.6,5.4,High
USR00544,19,Male,Working Professional,In a Relationship,YouTube,4.7,1,3,No,5-30 min,53,5.3,3.1,6.5,5.7,Yes,No,4.2,0.7,5.8,6.4,5.2,6.1,3.4,7.5,2.4,1.5,8.0,Low
USR00545,23,Non-binary,Student,Single,Facebook,5.4,4,6,No,After 30 min,92,4.5,6.4,7.2,5.6,No,No,4.6,5.8,7.4,6.2,5.0,4.8,7.0,4.0,,0.4,8.0,Low
USR00546,22,Male,Freelancer,In a Relationship,Instagram,3.7,6,4,No,Within 5 min,61,5.3,1.5,4.5,3.6,No,Yes,8.2,5.4,4.8,5.1,8.2,5.9,6.3,10.0,,4.0,6.3,Moderate
USR00547,25,Non-binary,Working Professional,Married,YouTube,4.6,5,5,No,5-30 min,136,5.8,6.8,6.3,8.1,Yes,Yes,3.8,6.7,5.0,10.0,,6.9,5.4,4.0,3.1,3.2,5.5,High
USR00548,41,Male,Unemployed,In a Relationship,TikTok,2.1,1,3,No,Within 5 min,86,9.0,3.2,6.1,5.1,No,No,5.3,3.0,3.1,8.4,6.1,4.5,3.2,2.1,3.9,0.2,7.4,Moderate
USR00549,31,Male,Working Professional,Single,YouTube,2.2,3,4,Yes,Within 5 min,5,7.4,9.6,7.8,5.6,,No,4.8,6.2,3.3,4.3,5.2,7.9,5.7,6.7,1.5,2.2,5.3,High
USR00550,17,Male,Working Professional,In a Relationship,,3.2,5,6,Yes,5-30 min,74,6.4,4.9,9.1,5.0,Yes,Yes,8.9,5.9,7.8,5.7,3.2,4.1,3.2,7.5,0.0,4.4,4.3,Severe
USR00551,22,Female,Student,Married,YouTube,3.5,2,5,No,After 30 min,43,3.9,9.6,3.1,10.0,Yes,Yes,4.7,4.4,3.4,3.7,,5.1,7.3,5.7,5.1,4.5,6.7,Moderate
USR00552,39,Male,Working Professional,Married,,0.8,2,1,Yes,After 30 min,81,5.6,5.5,7.2,6.9,Yes,Yes,8.6,8.7,0.2,6.4,7.5,8.8,3.2,4.8,0.2,4.0,6.8,Moderate
USR00553,25,Male,Working Professional,Single,TikTok,1.9,4,2,No,Within 5 min,76,3.9,8.4,6.1,4.2,Yes,Yes,6.0,5.8,4.3,7.5,6.8,5.9,5.1,7.7,3.5,3.3,5.8,Moderate
USR00554,23,Female,Working Professional,In a Relationship,Twitter/X,7.1,1,6,,Within 5 min,64,5.5,3.0,3.3,3.4,Yes,No,5.8,2.7,5.6,3.5,3.8,5.6,6.8,4.5,0.6,2.4,6.7,High
USR00555,44,Male,Working Professional,In a Relationship,Twitter/X,6.9,3,3,Yes,5-30 min,71,6.0,4.5,3.4,3.1,No,No,2.1,5.3,2.7,8.2,6.0,6.3,7.0,,1.4,0.9,7.7,Low
USR00556,19,Female,Freelancer,Single,YouTube,7.9,1,4,No,Within 5 min,66,4.1,3.0,4.6,4.2,No,No,4.2,7.0,5.6,4.8,8.3,7.5,1.7,8.4,1.6,0.0,8.4,Low
USR00557,15,Male,Working Professional,Single,TikTok,6.9,4,3,Yes,5-30 min,38,3.8,5.5,5.5,4.8,Yes,No,2.8,6.1,5.1,5.0,6.5,,4.3,3.5,5.5,2.9,7.3,Moderate
USR00558,35,Male,Working Professional,Married,TikTok,6.3,3,7,Yes,5-30 min,5,4.9,3.9,4.7,6.8,No,No,5.7,7.6,3.9,7.4,6.1,6.7,3.0,4.6,1.4,4.5,7.3,Moderate
USR00559,32,Non-binary,Working Professional,Single,Instagram,8.1,3,5,Yes,5-30 min,61,4.6,8.6,5.9,7.5,No,No,3.6,4.7,3.6,3.1,7.1,5.9,7.6,5.0,1.3,3.4,4.4,Severe
USR00560,38,Male,Working Professional,In a Relationship,YouTube,5.8,4,5,Yes,After 30 min,80,6.4,,5.8,5.3,No,Yes,5.3,4.6,6.5,5.6,6.2,5.0,5.6,7.3,2.6,0.0,5.3,Severe
USR00561,35,Male,Working Professional,In a Relationship,YouTube,3.8,8,4,Yes,5-30 min,65,2.4,5.1,7.3,6.3,,,4.2,4.1,1.7,6.0,5.2,5.9,1.1,4.8,4.1,2.3,7.0,Moderate
USR00562,43,Female,Freelancer,Single,TikTok,3.8,3,4,Yes,Within 5 min,25,7.2,5.3,3.0,7.9,No,No,9.7,1.7,2.9,7.7,5.8,5.9,0.6,8.9,5.1,3.1,6.7,Moderate
USR00563,44,Female,Working Professional,Married,YouTube,5.1,1,4,Yes,After 30 min,11,8.0,6.5,5.0,6.5,Yes,Yes,2.1,5.7,1.9,8.4,5.0,5.9,5.0,4.5,6.9,3.1,7.9,Moderate
USR00564,40,Male,Student,,YouTube,5.4,5,6,Yes,Within 5 min,37,5.5,7.4,1.6,5.7,Yes,No,6.1,8.4,3.2,5.6,8.4,7.4,5.0,4.7,1.3,0.9,5.6,High
USR00565,31,Male,,In a Relationship,Twitter/X,4.2,4,1,No,Within 5 min,111,5.7,5.6,,6.3,No,No,6.1,4.7,4.3,4.9,4.0,9.6,4.8,5.9,3.5,2.6,7.0,Moderate
USR00566,32,Non-binary,Working Professional,Married,Instagram,3.7,2,4,No,5-30 min,105,5.2,2.8,5.6,4.1,Yes,Yes,4.8,4.3,3.6,4.7,,8.7,2.2,4.5,,3.5,7.3,Low
USR00567,31,Male,Working Professional,Single,TikTok,4.4,5,3,No,Within 5 min,14,7.4,6.8,5.0,3.5,Yes,,3.8,4.2,5.7,1.9,0.1,4.4,6.5,5.8,4.5,3.9,4.8,Severe
USR00568,25,Female,Freelancer,In a Relationship,Snapchat,2.8,2,2,Yes,Within 5 min,22,5.8,2.8,8.8,5.6,Yes,No,1.1,5.9,7.2,7.5,3.3,6.9,7.6,5.5,,0.0,6.5,High
USR00569,37,Female,Unemployed,In a Relationship,Instagram,9.2,3,4,No,5-30 min,98,3.8,4.8,5.5,4.0,No,No,3.2,3.2,5.6,4.6,6.3,7.0,0.4,3.7,4.0,2.7,7.3,Moderate
USR00570,33,Female,Freelancer,Single,Twitter/X,5.6,3,2,No,5-30 min,59,4.3,8.5,4.5,7.1,Yes,,9.6,5.9,3.4,9.0,4.2,8.9,1.7,7.5,3.6,3.3,6.1,Moderate
USR00571,15,Male,Working Professional,Single,TikTok,0.5,3,6,No,Within 5 min,63,8.0,7.6,7.3,3.2,Yes,Yes,4.1,3.5,2.0,2.1,7.2,6.8,7.5,4.4,3.7,3.1,5.0,Severe
USR00572,17,Female,Working Professional,In a Relationship,YouTube,6.3,1,3,No,Within 5 min,26,6.4,7.5,5.1,7.0,Yes,Yes,8.0,7.2,5.2,3.1,2.2,6.8,4.6,6.8,1.4,,4.0,Severe
USR00573,35,,Freelancer,In a Relationship,TikTok,2.7,1,6,Yes,5-30 min,20,2.8,4.8,10.0,6.9,No,No,4.4,,8.7,7.1,5.9,7.3,7.5,5.8,5.5,2.9,6.4,Moderate
USR00574,30,,Student,,Twitter/X,4.0,6,3,No,5-30 min,53,7.4,5.8,10.0,6.9,No,,1.4,4.6,3.7,5.1,6.2,10.0,5.1,,2.3,0.0,6.1,High
USR00575,35,Female,Student,Single,TikTok,,3,5,No,Within 5 min,97,4.9,3.7,4.5,5.4,No,Yes,5.5,8.3,7.8,6.2,8.0,6.7,5.7,2.7,3.6,4.7,5.5,High
USR00576,32,Female,Student,In a Relationship,Twitter/X,6.4,2,4,Yes,5-30 min,60,8.3,6.0,0.8,4.8,Yes,No,9.3,3.1,4.9,6.7,3.9,7.5,4.6,4.6,0.9,4.1,6.1,Moderate
USR00577,25,Female,Working Professional,In a Relationship,Instagram,4.4,5,4,No,Within 5 min,64,2.8,4.5,9.1,6.9,Yes,No,6.8,6.0,4.8,3.4,5.1,7.5,7.1,3.6,4.7,2.5,5.3,High
USR00578,15,Male,Freelancer,Single,Instagram,5.1,8,4,No,After 30 min,41,,9.2,8.4,2.6,Yes,No,3.7,,3.8,4.4,3.3,,5.9,5.6,1.6,3.7,6.1,High
USR00579,15,Male,Student,Single,Facebook,4.2,3,4,No,Within 5 min,5,8.9,7.4,9.7,5.3,Yes,Yes,3.1,1.5,9.8,5.5,7.5,9.4,5.0,6.3,4.7,2.5,5.7,High
USR00580,17,Female,Student,Single,Twitter/X,9.4,3,6,Yes,5-30 min,29,4.2,4.0,4.5,6.5,No,Yes,2.8,1.4,0.0,4.1,6.5,6.1,,2.7,2.5,3.5,7.0,Moderate
USR00581,18,Male,Student,In a Relationship,YouTube,4.4,2,3,Yes,After 30 min,5,3.8,4.5,4.0,5.8,No,No,4.2,4.2,4.3,5.2,2.9,5.1,6.7,5.0,5.8,4.7,8.5,Low
USR00582,38,Male,Working Professional,Single,YouTube,,1,7,Yes,5-30 min,76,2.6,7.4,4.4,8.4,No,Yes,6.0,2.7,3.6,4.1,3.6,7.4,10.0,4.7,2.5,1.2,4.7,Severe
USR00583,37,Male,Student,Single,Instagram,1.7,4,4,No,Within 5 min,48,,9.2,6.1,5.9,No,No,8.8,7.3,3.4,4.1,3.7,7.6,4.8,6.3,3.1,2.2,5.2,High
USR00584,43,Male,Student,In a Relationship,TikTok,4.5,4,0,Yes,After 30 min,48,3.0,5.2,6.4,6.0,Yes,Yes,1.8,3.5,4.4,6.7,6.9,5.5,3.7,2.5,2.9,5.6,8.0,Low
USR00585,24,Male,Student,Single,Snapchat,3.5,3,0,No,Within 5 min,30,8.9,6.0,3.3,1.6,No,No,7.0,6.6,4.7,3.5,10.0,4.3,8.3,4.3,3.4,2.5,6.7,Moderate
USR00586,18,Male,Student,Single,YouTube,4.9,1,4,Yes,Within 5 min,91,4.1,5.9,6.6,6.5,No,No,3.1,6.2,1.5,,4.2,7.1,5.9,3.6,1.6,4.8,6.3,Moderate
USR00587,36,Female,Student,,YouTube,5.4,3,2,No,After 30 min,54,5.3,5.7,4.6,7.1,Yes,No,7.3,6.0,2.8,7.7,5.5,7.7,1.4,7.0,1.5,6.2,8.1,Low
USR00588,21,Male,Working Professional,Married,Instagram,2.0,3,5,Yes,Within 5 min,89,4.3,4.3,8.0,2.9,Yes,No,1.5,0.4,0.2,5.9,6.0,6.7,8.4,3.7,4.0,8.3,7.9,Low
USR00589,28,Male,Working Professional,Single,TikTok,4.7,3,3,No,Within 5 min,5,7.5,4.5,6.7,3.4,No,Yes,5.4,0.5,1.2,3.9,8.8,6.0,8.5,2.9,4.0,5.8,5.3,High
USR00590,39,Male,Student,In a Relationship,Twitter/X,3.0,2,6,Yes,Within 5 min,107,6.5,5.1,,6.8,No,No,5.2,4.0,1.5,6.9,8.5,7.3,5.7,5.0,4.2,,7.1,Moderate
USR00591,43,Non-binary,Working Professional,Single,YouTube,3.0,2,6,Yes,Within 5 min,43,0.6,6.3,3.7,5.2,Yes,No,7.8,0.0,3.1,,3.5,6.3,4.0,6.1,1.9,3.2,7.2,Low
USR00592,37,Male,Student,In a Relationship,TikTok,,7,2,No,5-30 min,5,5.8,4.3,7.0,8.6,No,,,,7.7,3.7,6.1,7.9,7.8,2.2,3.4,3.3,6.1,Moderate
USR00593,38,Female,Unemployed,Single,TikTok,4.0,3,7,Yes,5-30 min,26,2.6,2.8,2.5,9.6,No,No,5.6,7.6,3.3,5.7,3.4,5.8,7.0,6.3,2.7,1.9,7.5,Moderate
USR00594,43,Non-binary,Student,Single,Twitter/X,3.0,3,5,Yes,Within 5 min,49,4.3,5.8,5.8,2.2,,Yes,4.2,2.0,6.2,7.3,2.3,6.8,4.1,3.5,7.3,3.2,6.2,High
USR00595,34,Female,Working Professional,,Instagram,3.0,4,3,No,After 30 min,50,8.7,3.0,,3.6,No,No,4.0,5.2,6.3,3.6,7.1,4.6,4.9,8.1,3.4,2.6,8.3,Low
USR00596,26,Female,Unemployed,Single,Instagram,3.7,3,4,Yes,5-30 min,58,6.1,8.7,4.7,2.8,Yes,No,6.3,5.7,6.7,,4.8,8.7,6.6,6.2,2.8,7.8,7.0,Moderate
USR00597,39,Female,Student,Married,Facebook,1.7,6,5,No,After 30 min,140,9.4,6.1,5.0,4.1,Yes,No,4.6,5.2,,5.6,5.2,7.7,6.0,9.0,,2.1,8.1,Low
USR00598,26,Female,Student,Married,YouTube,,4,2,No,After 30 min,45,7.8,10.0,,5.3,Yes,No,3.9,0.1,2.4,4.1,5.1,4.6,5.1,2.5,3.7,3.7,7.3,Moderate
USR00599,36,Male,Working Professional,In a Relationship,Instagram,5.8,1,5,Yes,After 30 min,20,6.9,5.7,5.3,5.3,Yes,Yes,3.5,4.4,0.9,6.3,3.8,5.7,2.8,3.5,4.5,1.4,8.1,Low
USR00600,37,Male,,Single,Twitter/X,3.7,2,3,Yes,5-30 min,122,3.7,4.9,0.9,5.2,Yes,No,5.5,6.3,4.2,8.8,4.4,6.7,4.4,5.9,4.3,4.2,8.9,Low
USR00601,43,Male,Student,Single,TikTok,5.1,3,3,No,Within 5 min,39,3.4,4.2,6.4,6.4,Yes,Yes,5.0,7.8,,4.2,6.4,6.3,6.4,9.4,3.8,2.6,6.2,Moderate
USR00602,19,Male,Working Professional,Married,Instagram,2.5,1,8,Yes,Within 5 min,21,6.4,5.1,6.9,6.2,Yes,No,8.4,3.5,5.8,5.4,8.5,4.6,1.9,6.0,6.6,4.8,7.8,Moderate
USR00603,17,Female,Freelancer,In a Relationship,Facebook,4.7,7,2,,After 30 min,5,2.3,6.6,5.2,7.2,Yes,No,5.0,5.7,3.1,7.4,6.6,7.2,5.9,7.3,4.6,4.3,9.2,Low
USR00604,44,Female,Working Professional,Married,YouTube,1.3,2,3,No,5-30 min,87,3.9,6.2,3.5,7.7,Yes,No,2.6,7.2,5.5,5.0,10.0,7.8,8.0,0.7,6.1,1.3,7.7,Low
USR00605,22,Male,Student,Single,YouTube,4.4,3,3,No,Within 5 min,61,2.0,6.0,3.5,5.6,Yes,Yes,5.2,2.6,5.7,,7.5,6.5,5.5,2.5,1.1,5.0,7.5,Low
USR00606,24,Female,Working Professional,In a Relationship,Instagram,4.7,3,3,Yes,Within 5 min,52,8.8,1.0,6.0,5.5,Yes,Yes,5.0,8.6,5.1,8.8,7.9,7.4,3.1,7.3,3.1,3.5,5.8,High
USR00607,37,Female,Unemployed,Single,TikTok,3.7,3,2,No,Within 5 min,49,8.5,5.8,0.8,4.9,No,Yes,4.7,7.0,4.3,6.1,4.0,7.0,4.5,1.4,4.7,1.5,5.6,High
USR00608,25,Female,Student,Married,TikTok,6.1,3,5,No,Within 5 min,27,2.7,4.6,8.5,4.6,Yes,No,4.4,1.2,2.0,,1.5,8.5,5.2,2.8,2.4,,5.7,High
USR00609,41,Male,Working Professional,Married,YouTube,2.8,4,4,Yes,After 30 min,73,5.6,4.3,5.4,3.5,No,No,3.7,6.8,4.2,5.7,4.5,7.0,5.3,7.8,3.1,5.0,8.5,Low
USR00610,23,Female,Working Professional,In a Relationship,Facebook,4.8,2,4,Yes,Within 5 min,76,8.6,2.8,10.0,5.0,No,Yes,4.2,5.3,3.2,7.0,2.9,7.8,7.6,10.0,1.9,5.4,4.5,High
USR00611,21,Male,Working Professional,In a Relationship,TikTok,5.7,1,3,Yes,Within 5 min,48,3.3,5.7,7.3,1.9,No,Yes,4.2,5.6,4.7,,5.1,6.0,5.1,1.9,5.4,,4.9,High
USR00612,41,Male,,Married,TikTok,5.6,6,4,No,Within 5 min,68,6.1,4.1,3.2,6.6,No,No,4.4,2.7,4.4,3.3,5.8,3.5,,5.1,0.2,,5.9,High
USR00613,32,Female,Student,Single,YouTube,4.4,8,4,Yes,Within 5 min,88,7.1,5.7,5.4,6.8,Yes,Yes,6.2,3.9,3.2,3.5,2.4,4.1,2.1,3.0,7.2,2.0,5.0,Severe
USR00614,31,Female,Student,Married,YouTube,8.0,3,4,No,Within 5 min,40,7.8,6.8,3.9,2.9,No,Yes,5.8,5.6,5.5,4.4,,9.2,,6.2,3.8,1.8,5.0,Severe
USR00615,22,Female,Freelancer,Single,Instagram,6.2,2,6,Yes,Within 5 min,46,,4.7,8.3,7.5,No,No,7.7,0.0,5.4,4.0,6.0,5.9,4.3,4.5,2.7,4.9,4.8,Severe
USR00616,37,Non-binary,Student,Single,Twitter/X,5.9,1,4,Yes,Within 5 min,65,5.2,4.7,3.0,7.2,No,Yes,8.6,7.9,6.8,7.2,8.0,9.1,4.8,6.7,2.2,0.9,6.2,High
USR00617,39,Male,Student,In a Relationship,Facebook,3.0,1,2,Yes,5-30 min,70,4.6,5.1,3.4,4.1,Yes,No,5.0,5.7,3.6,4.3,6.4,9.2,4.4,3.3,4.2,3.4,9.0,Low
USR00618,36,Female,Working Professional,Married,Instagram,,2,4,No,Within 5 min,58,,7.8,2.1,5.0,Yes,Yes,6.0,,,4.8,0.3,6.5,6.4,6.0,2.3,2.9,4.9,Severe
USR00619,19,Male,Student,Single,Instagram,3.4,5,3,Yes,Within 5 min,8,8.3,7.2,6.8,6.0,No,No,5.6,9.8,1.6,5.7,0.0,4.6,0.6,3.6,0.0,3.8,5.2,High
USR00620,29,Female,Student,Married,Twitter/X,8.8,4,7,Yes,5-30 min,18,6.4,6.4,2.2,7.6,Yes,No,6.6,3.7,4.8,4.5,9.4,7.1,6.7,2.8,2.8,4.7,5.2,High
USR00621,18,Female,Working Professional,In a Relationship,Facebook,5.3,2,5,Yes,After 30 min,81,5.7,8.8,2.3,6.5,Yes,Yes,3.1,0.0,7.2,4.3,5.6,7.9,8.6,4.1,3.2,1.0,4.8,High
USR00622,31,Female,Student,In a Relationship,TikTok,2.9,5,6,Yes,Within 5 min,95,9.3,5.2,8.3,6.0,Yes,Yes,7.6,4.7,3.3,6.7,8.8,8.0,5.8,5.3,1.9,4.3,3.2,Severe
USR00623,38,Female,Working Professional,Single,YouTube,6.3,2,3,Yes,Within 5 min,55,4.3,3.6,1.3,4.1,Yes,Yes,4.7,6.9,1.4,7.9,7.1,7.1,6.7,3.1,2.0,3.1,7.4,Moderate
USR00624,29,Female,Working Professional,In a Relationship,TikTok,6.8,4,6,Yes,5-30 min,37,7.6,5.9,1.6,5.9,Yes,Yes,3.2,3.3,3.3,7.1,7.7,4.5,5.6,3.4,1.4,4.9,5.8,High
USR00625,43,Male,Student,Married,Twitter/X,3.3,1,5,No,Within 5 min,53,6.9,6.4,5.8,4.9,Yes,No,1.4,1.0,6.7,8.4,3.7,4.8,4.0,4.4,3.0,5.1,7.0,Low
USR00626,27,Female,Student,In a Relationship,YouTube,4.9,6,3,Yes,After 30 min,88,5.1,6.7,5.6,5.3,No,No,2.0,3.1,7.1,4.0,7.8,5.0,,5.8,5.7,1.0,7.2,Low
